<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.02	08:00:00	98631.60	98820.87	97846.02	98805.09	1800	0	2666
2025.01.02	09:00:00	98790.66	98842.09	97909.09	98153.83	1800	0	2666
2025.01.02	10:00:00	98158.52	98466.66	97590.13	98109.91	1800	0	2666
2025.01.02	11:00:00	98128.80	98417.54	96636.10	96930.73	1799	0	2666
2025.01.02	12:00:00	96901.23	97774.28	96810.03	97728.35	1799	0	2666
2025.01.02	13:00:00	97723.50	98177.36	96789.22	97115.49	1800	0	2666
2025.01.02	14:00:00	97113.06	97504.64	96410.79	96755.99	1800	0	2666
2025.01.02	15:00:00	96737.62	97610.49	96084.55	96646.90	1800	0	2666
2025.01.02	16:00:00	96658.45	98268.77	96544.40	98199.28	1800	0	2666
2025.01.02	17:00:00	98165.21	99341.07	97995.47	98715.48	1800	0	2666
2025.01.02	18:00:00	98697.06	99242.69	98413.44	98823.27	1800	0	2666
2025.01.02	19:00:00	98818.00	99474.25	98450.60	99395.01	1800	0	2666
2025.01.02	20:00:00	99425.69	100037.26	98951.80	99642.15	1800	0	2666
