Timestamp,Side,Entry Price,Exit Price,Profit,Outcome,Strategy Mode,Zone Type,Entry Reason,SL,TP,Entry Time,Exit Time

2025-07-13 12:50:26,buy,100768.61,100427.4,-2.39,loss,trend_follow,-,-,-,-,2025-07-13 09:08:28,2025-07-13 09:01:05
2025-07-13 12:50:26,buy,100954.35,100499.06,-3.19,loss,trend_follow,-,-,-,-,2025-07-13 09:30:02,2025-07-13 09:24:03
2025-07-13 12:50:26,buy,103143.06,102834.34,-1.54,loss,trend_follow,-,-,-,-,2025-07-13 12:14:38,2025-07-13 12:10:04
